#from_script: gbm_metaplot_pe.py; numBins: 20; numBinsStream: 20; streamSize: 1000; methTypes: CHG
sample	bin	methType	mCount	tCount	value
S1	0	CHG	269317	377129	0.714124
S1	1	CHG	266998	370434	0.720771
S1	2	CHG	289913	391504	0.740511
S1	3	CHG	275238	380051	0.724213
S1	4	CHG	272105	373965	0.727622
S1	5	CHG	270714	374449	0.722966
S1	6	CHG	266413	380090	0.700921
S1	7	CHG	265349	370433	0.716321
S1	8	CHG	271576	396006	0.685788
S1	9	CHG	238043	340418	0.699267
S1	10	CHG	254864	361089	0.705820
S1	11	CHG	233438	336062	0.694628
S1	12	CHG	226883	331328	0.684769
S1	13	CHG	235034	346565	0.678182
S1	14	CHG	250111	367938	0.679764
S1	15	CHG	203607	326295	0.623997
S1	16	CHG	192331	331442	0.580286
S1	17	CHG	195348	345170	0.565947
S1	18	CHG	175829	342971	0.512664
S1	19	CHG	174343	388063	0.449265
S1	20	CHG	283556	770727	0.367907
S1	21	CHG	244194	903330	0.270326
S1	22	CHG	221044	934621	0.236507
S1	23	CHG	260248	1023568	0.254256
S1	24	CHG	236717	1059747	0.223371
S1	25	CHG	222480	1077622	0.206455
S1	26	CHG	221864	1066571	0.208016
S1	27	CHG	204470	1042165	0.196197
S1	28	CHG	209937	1035480	0.202744
S1	29	CHG	223627	1033045	0.216474
S1	30	CHG	251152	1048447	0.239547
S1	31	CHG	223034	1020075	0.218645
S1	32	CHG	265366	1059426	0.250481
S1	33	CHG	270612	1032105	0.262194
S1	34	CHG	253253	989410	0.255964
S1	35	CHG	249130	972583	0.256153
S1	36	CHG	276547	1013508	0.272861
S1	37	CHG	292376	1027476	0.284557
S1	38	CHG	304444	973433	0.312753
S1	39	CHG	341824	811195	0.421383
S1	40	CHG	175071	354654	0.493639
S1	41	CHG	180101	330194	0.545440
S1	42	CHG	194259	333004	0.583353
S1	43	CHG	197953	327116	0.605146
S1	44	CHG	205331	334496	0.613852
S1	45	CHG	225091	358661	0.627587
S1	46	CHG	213812	336959	0.634534
S1	47	CHG	212854	340965	0.624269
S1	48	CHG	219662	345745	0.635330
S1	49	CHG	225297	372127	0.605430
S1	50	CHG	225653	343839	0.656275
S1	51	CHG	236638	352411	0.671483
S1	52	CHG	242270	361614	0.669969
S1	53	CHG	233749	353271	0.661671
S1	54	CHG	243148	364091	0.667822
S1	55	CHG	229747	344162	0.667555
S1	56	CHG	240473	362552	0.663279
S1	57	CHG	243662	364451	0.668573
S1	58	CHG	260315	381421	0.682487
S1	59	CHG	245183	361007	0.679164
